source_ip,destination_ip,protocol,source_port,destination_port,bytes_transferred,packets_sent,packets_received,timestamp,service_type,encryption,authentication,access_control,data_encryption,data_integrity,error_detection,error_correction,compression,routing_protocol,packet_size,latency,response_time,connection_duration,connection_status,class
18265,18265,2,3465,3613,4680,9679,5258,1110,0,1956,6614,9005,5150,9692,1801,9256,8146,2404,9204,367,2651,7929,0,0
18266,18266,1,7556,2621,4452,2899,8414,8640,1,1559,4164,7647,3875,8463,5320,7775,5563,2862,3631,8052,8950,2642,3,1
18267,18267,2,516,1085,9610,4891,8491,9135,1,3991,1207,1427,5331,2157,7201,911,4340,52,3939,1600,8058,8889,1,0
18268,18268,0,93,1733,868,8731,5986,1846,0,8872,8958,8889,5261,8411,5513,3910,124,1011,8509,1545,5336,9764,3,1
18269,18269,2,1661,6573,6247,9688,4070,4709,0,2534,6730,8047,8526,6700,9198,2464,6059,8889,9223,566,9909,336,3,1
18270,18270,2,6110,8476,5146,8979,7021,2665,2,890,8064,7352,6248,3677,6959,5950,4040,1849,1072,9891,5037,1111,2,1
18271,18271,0,8615,9499,8447,8481,1081,6496,5,9985,9273,8683,9155,7533,3515,3138,4902,8010,2134,5877,2910,8634,1,0
18272,18272,2,8358,9176,2433,2695,7942,7773,4,1194,2545,3689,4891,2836,6113,8505,5954,2919,156,7624,6996,2188,3,1
18273,18273,2,2402,3235,2958,5929,2775,3846,2,215,8090,716,4241,3914,8548,7903,3878,6947,5018,6543,2036,3123,0,0
18274,18274,1,895,7922,9496,2597,9432,2791,3,6640,8330,3428,9875,3871,7399,9694,665,5840,5199,7056,9470,6965,2,1
18275,18275,0,1003,6523,7458,2857,3364,5776,2,6320,2619,6572,183,2147,9838,8046,1537,2960,5796,7691,4701,1074,1,1
18276,18276,1,8503,1600,498,4549,5489,9420,2,7152,5684,8776,5443,1013,6307,8263,3333,589,8037,6420,7497,7733,3,1
18277,18277,1,8102,5950,7508,9325,71,87,4,7932,4856,7299,151,4990,5649,3506,9993,1780,168,4230,6029,7002,2,1
18278,18278,0,4741,6606,570,6271,2025,9816,3,50,3916,9164,4854,2328,7422,1235,691,6545,2565,2165,9087,8510,1,1
18279,18279,1,4681,6612,9622,7358,8458,1850,1,4485,4523,3481,6582,2030,5395,711,9865,7660,8381,7846,5851,3831,2,0
18280,18280,2,1605,9993,6087,308,8561,1498,4,3684,3220,2326,9767,6196,6679,3123,3272,5376,2019,2060,5519,8084,3,0
18281,18281,1,577,4461,9764,5593,7805,5776,4,6761,688,9696,2628,9512,5039,4563,1550,5510,5669,8134,4267,9689,1,0
18282,18282,1,4196,9034,6602,9593,3058,7862,1,4016,6956,3861,4109,2199,6564,5357,134,6405,11,8377,2056,7503,2,0
18283,18283,0,4093,2622,9868,4658,4257,8183,4,4520,9464,3619,9478,9585,2396,8217,2513,478,9424,2581,1432,3506,0,1
18284,18284,1,9436,7439,4065,6094,1877,3063,4,5850,7555,3594,6451,2352,5306,7694,1576,6046,3290,8239,7999,3036,1,1
18285,18285,2,8565,4065,775,553,6769,8016,1,6728,2165,625,6170,1127,5612,9371,1493,2062,4151,8654,4151,8904,2,0
18286,18286,2,9362,2828,7518,995,8647,1000,2,2881,1219,9750,3038,430,221,6506,6190,4181,4093,5754,8052,6881,3,0
18287,18287,2,7193,4060,2778,8663,3363,9391,4,74,1547,4735,9136,5308,3480,8840,8963,1826,2549,592,3364,8616,3,0
18288,18288,1,1153,3511,7001,6703,9761,370,3,8824,4714,6261,5698,7027,7199,8667,6570,4303,9191,2609,9296,8837,2,1
18289,18289,2,8039,8318,3174,2107,2056,2308,3,2866,9159,8861,5297,2894,729,4528,5292,3914,7222,9681,328,6729,1,0
18290,18290,1,3025,4225,1318,4619,1299,3996,0,1893,2431,3507,8365,1385,3707,8298,2831,9356,4447,3172,8414,1398,1,1
18291,18291,2,7441,7037,8294,3366,7409,4470,3,3826,6589,9385,3866,5492,1086,1582,5301,5067,7241,778,5716,684,1,1
18292,18292,0,9369,3180,6012,4181,4107,4491,0,3072,8923,1416,6877,2390,4775,8242,1685,6089,7122,2366,5373,5787,3,1
18293,18293,0,4215,1929,372,8608,8335,4253,5,6122,7239,9747,3949,2036,8732,507,2351,4870,6499,4091,7317,6353,2,1
18294,18294,0,5026,5434,417,5265,7535,9041,5,5060,130,9975,1910,9663,6594,204,8438,8954,1330,3275,8503,6980,1,1
18295,18295,2,1992,5459,1567,5157,6993,7491,4,4428,8969,7641,3949,4064,1505,3862,8100,166,7907,8466,4047,5517,0,1
18296,18296,2,828,7686,1373,2790,1985,5027,5,9048,3146,1529,8907,3951,5206,4633,6725,9472,1030,5345,6839,3064,1,1
18297,18297,2,8087,4142,1649,1549,5748,6098,2,1161,1893,4132,6222,7981,5118,9531,6594,3702,9757,5252,7493,8479,0,0
18298,18298,1,2243,5712,6205,6787,1425,1119,2,5860,3459,5808,8722,6403,6574,9680,6438,9167,8084,5822,9078,1336,2,0
18299,18299,0,9369,3064,5357,6555,1452,8136,1,610,336,4648,6742,1715,4586,5329,6941,7675,4608,7018,7397,4715,3,0
18300,18300,0,8872,8149,6764,655,2867,5549,5,1888,4620,6286,1528,7241,8427,1504,548,1697,9831,4584,5742,9515,0,0
18301,18301,2,5451,5193,2278,995,3823,989,3,1256,7612,6730,6708,4006,2175,4377,6790,1007,9416,2857,537,1683,3,0
18302,18302,1,5293,6827,4840,596,2702,4390,2,6519,5088,1346,1313,1750,4471,8462,2361,3222,4097,7151,4220,445,1,0
18303,18303,2,7151,591,3066,4852,9361,7796,3,2371,8745,6830,8380,9221,7595,787,7772,9421,5816,656,3181,4347,1,0
18304,18304,2,462,8735,4124,1603,4299,6785,2,3069,3679,1650,7762,7513,5365,5811,8085,896,5184,3798,7069,8387,3,0
18305,18305,1,5689,9296,2973,2492,8989,4660,4,7157,5780,3589,4316,1776,946,9936,4123,315,6441,5386,914,5247,3,1
18306,18306,2,9996,7523,841,5968,9155,6840,0,9228,2210,1781,6718,4230,7935,1731,3516,5949,4888,4884,4095,744,2,1
18307,18307,1,9428,5940,2490,8221,1516,8188,1,91,3269,1439,38,6735,7646,5832,4890,2212,7839,4965,8681,2831,3,1
18308,18308,0,9369,1960,369,9340,5523,9247,4,9430,3923,3149,7695,8533,7294,6869,8151,8984,1462,932,1639,9032,3,0
18309,18309,1,3404,3485,2685,2311,8547,482,4,3203,5712,8204,7546,762,1655,7891,2595,5844,6673,3039,1390,6927,0,0
18310,18310,1,1538,2894,9064,6046,2779,7546,4,1678,9290,2888,7898,6415,1125,1309,7042,1257,7708,8829,2847,217,2,1
18311,18311,0,682,8415,1961,2780,5491,1373,3,4830,1669,3023,3468,5364,9211,837,6197,6545,2392,3807,6305,2473,3,1
18312,18312,0,9711,7122,4687,9764,7764,9961,1,8718,6905,9334,9776,9775,4672,2737,1241,755,6016,4397,2587,8832,3,0
18313,18313,0,1616,7206,8170,3435,5923,670,4,9521,2544,4485,1617,7349,1136,7549,9008,1631,5008,846,7311,5988,3,0
18314,18314,0,7372,3973,84,6893,8996,6004,0,1594,3658,7261,7070,64,4915,8098,9692,6167,7514,6760,1149,8285,2,1
18315,18315,2,4810,9881,3948,7838,2965,517,2,8462,1447,4047,3509,2970,6492,9098,4344,7481,4175,9545,4548,4475,3,1
18316,18316,0,2984,3738,1728,5056,8393,581,3,7767,5597,4599,3021,613,8570,6513,2270,9706,2064,1989,5737,8080,3,1
18317,18317,0,9686,3095,8209,7914,347,2174,0,2956,7061,4270,6084,4304,7547,3029,5639,6229,1684,7710,4905,7698,2,1
18318,18318,1,5482,3702,950,3767,5023,3006,4,2100,230,5423,5411,39,862,3176,8543,5988,8832,344,9449,3951,0,1
18319,18319,1,740,212,514,525,2948,1019,1,6560,2576,3620,2803,1218,6478,472,2918,7042,499,7215,1272,6545,2,1
18320,18320,0,7665,2769,45,9710,3839,9295,1,3747,2534,2450,7675,1766,420,3146,2103,6642,9698,6896,9647,7096,2,0
18321,18321,2,7154,6826,3287,7931,5018,8107,0,5933,9060,5972,3087,967,4833,1342,2782,5852,2850,4417,1903,8190,1,1
18322,18322,2,2832,5429,790,2951,7276,9970,1,7193,796,1852,8258,8160,7416,4878,5154,5336,913,2809,1607,6345,2,0
18323,18323,1,383,1011,1061,1943,4582,1815,4,2323,8261,7392,4747,7727,3210,3353,3860,4949,6555,8944,2056,7705,1,1
18324,18324,2,3566,5884,5258,9788,4249,6037,1,1921,653,1183,9316,2551,3407,7126,2552,4480,7167,1006,6422,5314,2,1
18325,18325,0,4665,6536,2442,7939,1084,9807,3,8131,9682,5255,6661,3301,593,2060,7551,6428,1435,4841,9244,1045,2,1
18326,18326,0,7599,8005,402,8559,3662,5861,4,922,3016,6032,4359,1116,2859,8050,285,2104,5433,608,379,2720,2,1
18327,18327,1,8037,5464,2228,2352,4579,4725,4,5190,482,2420,3686,8660,5821,9668,2570,8994,130,8587,1621,3872,3,1
18328,18328,1,3492,3534,1608,5882,5525,7518,3,5222,895,1617,8096,6594,6828,7587,5326,4528,6405,4493,8944,2204,3,0
18329,18329,0,7651,557,4496,7470,842,9687,5,6619,8742,9897,8701,1570,7220,7456,6228,8169,4025,2913,5160,3475,2,0
18330,18330,2,6428,1708,2489,6852,1356,7927,3,2567,8161,3478,6095,3963,8966,2538,3583,3544,5,2498,7130,2705,2,1
18331,18331,1,4312,9848,3764,8791,6485,4977,5,1576,7959,5625,8354,6698,7579,5604,5918,9430,7911,4584,5640,7361,1,0
18332,18332,1,5521,1754,8303,116,5377,7872,4,7448,8580,4108,6578,3553,9362,5423,3251,6650,4632,3956,1040,8796,1,0
18333,18333,2,9945,2717,2695,4821,7623,7074,0,8936,3063,5477,6509,3389,6297,8396,5855,1615,104,1264,8994,826,1,0
18334,18334,1,8080,3087,4802,25,1587,1947,4,4548,8674,6790,2612,9221,8955,5188,2033,3620,9148,641,147,4575,2,1
18335,18335,0,3277,2546,5451,1812,4349,5453,2,4288,5064,9929,22,1741,3276,8105,5458,5088,488,3499,3599,5808,3,0
18336,18336,0,392,1257,6583,745,6371,8648,2,3647,8536,4082,8895,2906,1063,9650,9502,5182,9300,8590,817,9992,3,0
18337,18337,1,4933,7673,862,5442,3476,6643,1,453,8930,9803,1387,580,7584,365,6268,8237,6175,7965,5833,9058,1,1
18338,18338,2,8398,7498,734,6153,3190,4680,2,8705,221,8343,1718,2372,9998,5791,6880,2954,1449,3712,2124,9840,2,1
18339,18339,0,3428,1436,8792,1200,4006,7694,2,9425,6814,1071,1649,3347,908,5173,2280,5312,2604,6300,4107,8883,2,1
18340,18340,0,2817,9887,3644,3099,5269,7912,5,3582,5680,4570,5528,8384,2977,7011,1163,514,3795,7623,249,1695,1,1
18341,18341,0,9412,9781,8492,8616,8897,6039,2,2542,526,375,216,258,1006,8421,718,6849,7564,6688,4970,1451,3,0
18342,18342,0,4835,101,8623,3586,2372,2178,1,6325,2404,3318,3016,4453,8165,2040,9669,710,9488,7030,9295,2693,3,0
18343,18343,2,5402,825,7550,5005,834,3596,0,1923,4342,7321,8766,8701,2922,1025,5694,6311,1831,1646,1739,6358,0,0
18344,18344,0,9496,4675,99,3877,6383,4260,4,7738,4351,7045,7184,5148,5453,7044,2405,1417,3667,1219,5744,9960,1,0
18345,18345,2,7279,3019,8612,1315,5444,8682,0,8251,5977,3814,7002,1929,6241,301,840,7080,7054,3785,8566,3035,2,0
18346,18346,2,1104,1079,6003,5695,3172,9630,4,9686,680,7208,3964,2845,2212,3255,7021,8040,2858,2125,3747,4937,2,1
18347,18347,2,313,4065,8424,3732,356,6332,2,805,3640,4855,3862,8802,1637,9647,2468,933,9526,669,6503,4058,1,0
18348,18348,2,4442,733,7229,8653,2580,9554,5,8567,990,9752,7089,6570,7438,3689,5182,8632,1905,4657,212,9275,0,1
18349,18349,2,7842,19,9385,1292,2148,3644,4,8279,1017,8420,1651,2610,5861,1178,3189,2691,5117,9359,9214,1018,0,0
18350,18350,1,9082,2943,4109,3816,2364,7769,2,4994,2566,9952,1646,4868,6492,8328,705,6688,5499,5959,8831,7556,3,0
18351,18351,2,6782,523,9549,7478,4599,6748,3,8374,3348,5379,6078,666,4251,6038,1143,5022,2341,1727,8826,9741,0,0
18352,18352,1,2190,6708,9013,9069,1779,5173,2,5493,5510,3266,5234,1342,359,9310,4104,6142,5902,3217,8846,6895,0,0
18353,18353,0,7455,919,8240,8739,3876,3449,0,458,9466,9280,6080,3885,5843,5869,8430,8016,3062,8305,4819,6963,3,0
18354,18354,0,9752,9827,6738,7361,792,4915,3,8581,9097,2293,4628,3437,4867,3285,846,709,467,2617,3643,436,2,1
18355,18355,0,2306,2371,502,8686,2474,7988,1,159,9760,2982,5031,4013,3760,3697,4059,5417,2516,5216,9726,4567,2,0
18356,18356,1,4205,4425,2344,8588,2065,2259,0,6230,7977,5925,3172,229,9232,1571,8469,3794,3311,3052,5052,2180,1,1
18357,18357,0,4732,1275,9886,9365,2973,9942,2,4564,5102,7334,2167,3120,7492,4548,9455,3300,7920,5017,9049,8924,1,1
18358,18358,1,934,2195,1270,1159,2276,8389,2,7333,503,8644,5320,7184,2054,712,752,8937,4580,3500,8364,8240,0,1
18359,18359,2,9027,3606,4444,3499,512,8494,4,4251,9254,5141,5848,9866,575,1094,7651,7276,4474,9504,3160,7802,1,0
18360,18360,2,5107,6287,8502,5213,1771,5481,2,550,9846,9443,8981,8382,7746,9426,8621,5999,9478,4301,1666,4786,2,1
18361,18361,2,7382,6698,530,1223,8171,7165,3,6109,2929,3979,125,4107,3623,3491,4462,1665,1165,8341,6058,22,0,1
18362,18362,0,1886,3355,1194,9715,251,3387,1,6628,6247,4942,3860,1314,8038,6573,4955,6810,4484,8639,6283,6702,2,0
18363,18363,2,5271,8073,3004,7466,9496,6705,5,777,8692,7109,3474,4315,2203,8791,9083,4861,4825,6081,8992,5688,0,0
18364,18364,1,4630,5870,3201,9391,1875,1834,5,8115,9316,5380,8748,2460,6176,9955,5213,5792,5243,1463,926,8622,3,1
18365,18365,0,4184,1038,8192,1876,7696,2534,5,2516,2980,2371,8458,5712,7577,8377,8388,9460,3527,7174,2170,5020,0,0
18366,18366,0,9074,7334,514,9764,3449,939,0,1903,6533,489,6154,9966,2527,5905,6367,3116,3041,8297,990,4715,3,0
18367,18367,0,6530,1106,6863,1738,2765,3088,0,8921,4537,3335,3505,8968,426,8869,2607,3301,8038,7433,4218,7552,3,1
18368,18368,2,5503,9640,7481,4946,822,6097,1,2635,2104,3632,6672,6718,8894,134,2788,7855,6608,9637,6236,1216,1,0
18369,18369,1,1588,739,6885,5279,196,6540,3,6266,582,5797,2666,6810,5152,9734,6314,3806,300,9237,7092,6903,1,1
18370,18370,1,3120,4944,4105,9807,4533,1326,0,777,398,2581,6573,5287,9788,2179,392,970,1677,6525,7910,8444,3,0
18371,18371,2,5454,6665,522,9272,5356,3989,3,3711,4565,7678,2503,7003,2249,5705,4863,4726,6366,933,6538,2781,0,0
18372,18372,0,6389,2033,723,9671,5646,593,4,3692,456,391,9174,758,2487,6069,5666,4401,9752,7109,7327,3097,0,0
18373,18373,2,8019,2369,923,2254,6447,2230,2,6162,1902,1259,2262,7753,7559,7275,6939,2216,8529,1913,6781,4284,1,1
18374,18374,1,872,9689,2601,8352,600,1552,3,2868,232,3768,4619,5310,1619,4217,9049,8908,8300,889,2688,6109,3,1
18375,18375,0,4786,8050,8552,3507,308,1206,5,2585,1202,7365,2727,6462,846,2973,7307,6744,8677,6105,5653,8540,2,1
18376,18376,0,7292,3581,6579,6569,5949,527,4,5980,7828,1439,8579,8812,7720,6293,498,6985,4494,8106,6149,4495,2,1
18377,18377,1,3440,14,7472,181,3515,21,0,4539,3122,493,2104,5893,4388,9444,4533,7460,3983,9931,970,9811,1,1
18378,18378,0,9986,9509,9227,2384,9156,6159,2,1496,7459,9784,9603,8448,940,7358,8109,1225,3459,3395,5089,2726,1,1
18379,18379,0,3964,7319,9163,5976,1769,4912,2,7612,2535,3895,4038,4612,4144,4994,9625,5821,8569,5494,2879,5776,2,1
18380,18380,0,2967,5180,9342,1111,8275,7950,1,8751,3628,8054,6172,8900,7273,7118,4590,3068,922,6559,6643,3308,0,0
18381,18381,0,6717,9267,109,5620,5484,5692,2,2575,4717,6118,4598,8281,6098,6209,8629,9868,8136,2181,9990,7182,1,1
18382,18382,2,5900,3135,8020,187,7956,2816,0,8049,3735,8586,1231,9924,5286,124,9115,9711,1335,1805,5483,7508,1,0
18383,18383,2,2566,3413,1160,5942,6758,9036,3,9553,4886,4652,2016,4068,8427,4018,2749,573,9443,8070,3853,7701,3,1
18384,18384,2,8422,6854,5972,9680,9236,829,0,1630,2889,6264,1171,3975,6231,8915,9843,4340,1333,1167,9612,9422,1,1
18385,18385,1,2374,3522,2693,581,5684,8135,4,3122,2140,1545,7133,4590,1128,698,3270,3039,6572,5997,7653,4861,0,1
18386,18386,2,508,7685,1296,6452,2857,1272,5,2868,7819,436,6293,533,2628,9216,5941,4009,9816,7056,4496,10,1,0
18387,18387,2,3070,8758,1814,9622,7279,6759,5,6727,9536,5472,5149,840,3481,1923,3634,7841,9344,4409,4505,8377,0,0
18388,18388,0,8609,9153,2382,2670,5348,2565,2,6022,7782,1682,5410,6384,542,1729,9527,2807,5252,9036,403,2554,0,0
18389,18389,0,7146,5626,6554,8475,495,3622,5,3666,3402,6126,1448,7421,2206,4443,8240,6248,2020,3940,3035,3603,1,0
18390,18390,0,2284,4768,3028,7485,5637,4066,3,1227,2307,9594,643,4810,7854,8460,4892,5577,2917,5771,44,9095,2,0
18391,18391,0,4252,2020,682,250,3344,9367,3,5654,1305,1,5595,6757,1462,1267,7763,5612,2043,8522,71,9013,1,0
18392,18392,1,534,6922,1267,7939,5201,2894,3,9501,856,9288,4116,4535,3343,9340,1864,1823,7956,2928,6999,8292,3,0
18393,18393,2,5077,2558,3259,2293,4468,7072,0,8339,9189,4394,8247,6213,4429,7445,9481,2019,3773,866,9726,1566,3,0
18394,18394,0,3832,180,6980,1436,9827,7287,0,6384,7328,316,8082,928,2281,5159,4265,698,8067,7106,9785,5671,3,1
18395,18395,2,9329,687,5039,5611,519,5077,5,5152,3327,9197,3539,2680,3363,878,6484,1812,2674,9,1389,6360,2,0
18396,18396,0,8747,6983,7353,5672,587,865,0,3025,6563,6033,4543,1833,6700,9509,5809,8034,9925,3670,7343,2054,2,0
18397,18397,2,6594,4551,6893,6940,9454,5817,4,887,5197,3477,528,6797,7775,7875,1794,9036,6570,9209,8656,7141,0,0
18398,18398,2,9201,8730,7868,1071,7218,8981,1,9175,802,8013,123,5887,8134,9422,7890,5279,808,3410,887,719,2,1
18399,18399,0,2408,2801,2174,4880,6690,1843,5,1781,1486,6543,1236,8821,9406,1204,6896,1557,3654,3839,2148,541,2,1
18400,18400,2,5127,6629,2792,2646,7498,909,2,1193,1154,2907,4993,276,1141,1223,5225,6631,3652,9788,646,9116,2,1
18401,18401,2,3638,2800,8537,1468,7210,9805,5,1662,477,8308,318,9327,3273,4055,2897,6863,609,8470,1984,3548,2,0
18402,18402,0,6804,5088,4343,1499,4709,1641,2,2784,4754,6476,5793,9796,3998,7510,5310,3309,2105,9997,2446,7422,2,0
18403,18403,2,4270,7017,7605,2622,6645,7490,3,7662,8890,4307,3453,102,824,4173,4497,6772,272,7321,3477,1617,1,1
18404,18404,0,455,6417,2042,2468,2883,6297,0,2430,4511,2154,4295,2455,7220,7941,6186,4654,9765,6986,4881,4546,1,0
18405,18405,0,6350,9973,4454,8454,6270,9397,3,8499,5693,1010,9615,3152,5752,767,619,4028,3782,4694,6077,5309,0,0
18406,18406,2,9842,9148,2062,347,3866,9318,1,223,4715,3789,9594,3257,4032,7926,8524,1520,5440,3062,458,5229,2,0
18407,18407,0,7821,1243,5141,672,4540,4427,1,3797,6422,3099,817,4983,953,96,8277,3375,2836,6522,774,8346,3,1
18408,18408,2,2092,9153,6686,2033,5527,4014,4,6908,4806,5384,5284,9341,8619,6640,5425,4197,944,3632,1261,5536,3,1
18409,18409,2,8545,8098,7536,3804,7785,7199,4,6732,7576,5494,4336,4189,8155,7985,3624,993,428,5903,1602,8379,3,0
18410,18410,0,3106,3618,1106,1638,628,2641,0,8308,758,6435,3045,9028,7979,9487,2906,4654,8073,162,9637,8592,1,1
18411,18411,0,7832,8416,672,6081,5399,395,1,3042,2007,9891,1992,8736,3576,2666,2946,4526,1206,2771,6434,6452,2,1
18412,18412,0,4179,8986,7341,9942,8295,9861,2,7266,2831,5270,1234,3209,7898,2178,9057,7227,3351,620,3874,6770,0,0
18413,18413,1,3255,3202,8863,4348,4035,8599,3,7955,8004,4155,804,5638,9520,5928,1275,4964,2439,2864,8311,6067,1,1
18414,18414,1,2342,7653,6635,7629,1585,3553,5,8055,4067,6462,2846,9474,1503,6616,8202,6805,6415,6582,2476,7705,0,0
18415,18415,0,408,9824,1174,9512,2029,4570,4,5382,8223,3861,7072,1672,8836,8052,4607,3501,4023,2993,4223,30,3,1
18416,18416,1,7122,6122,6565,7780,7373,9319,0,8161,7035,2073,7460,6016,1129,133,3568,6328,2026,1264,1481,2495,3,0
18417,18417,2,279,9142,2889,7738,2042,26,1,7807,7456,4179,483,3913,8703,9052,2237,2518,9700,6820,6985,4495,2,1
18418,18418,1,6163,4345,5328,9326,9396,4698,5,9112,7577,7948,1742,4362,8185,3560,2555,6583,6003,340,1286,5062,3,1
18419,18419,2,478,2206,3852,1319,3020,4856,1,7469,2187,702,9743,8479,8261,6011,47,9301,9548,2129,2861,92,2,1
18420,18420,1,4863,382,960,9967,7609,1974,1,4366,5272,5403,626,112,2384,3482,7437,5352,8608,3289,1884,9251,2,1
18421,18421,1,2562,3020,3661,9479,9213,2421,5,8241,4547,1621,6574,4542,5751,8408,6578,2463,2144,2977,3673,4743,1,1
18422,18422,1,875,622,4947,9552,6461,3118,3,6935,7423,3542,2190,5004,2114,1223,2018,7697,4260,9836,6270,7010,3,0
18423,18423,2,4439,1249,8667,2254,5741,8771,1,9937,3013,8976,2265,5938,954,2327,3688,814,7589,483,6505,2239,0,0
18424,18424,0,9388,1748,9150,3668,9451,9980,4,831,6440,8255,2024,3303,8920,3487,781,6023,7131,5077,8981,4937,2,1
18425,18425,0,917,5638,9492,9169,2341,3364,2,4611,165,1029,7165,1060,4164,8622,5615,2282,9023,4832,1410,9386,0,0
18426,18426,2,9911,9569,8389,7157,3615,284,0,6547,2640,4837,2525,6546,9287,3784,2595,216,4889,1773,8141,3256,1,0
18427,18427,2,8525,403,6464,4651,403,3180,0,3577,9890,3363,8689,8277,2306,9293,6031,5244,9626,7384,9213,9229,0,0
18428,18428,1,8821,918,1546,3938,8421,3637,2,4046,5754,1505,1238,3671,1700,2070,2783,7658,421,4748,6512,9904,2,0
18429,18429,0,9486,3195,2674,4372,6701,1540,3,3594,2497,8768,2770,2295,4007,4200,5885,9313,3519,8142,1047,3221,3,0
18430,18430,1,9984,8554,5691,5849,1749,4404,1,3053,7523,9505,3458,7462,9525,2450,9308,4357,2545,6060,439,772,3,0
18431,18431,0,7570,5700,7804,6752,3874,3066,5,8160,6915,1771,5093,769,1219,1176,2572,7896,7120,4942,934,9367,2,1
18432,18432,2,2010,4139,8460,9309,5683,1426,3,8754,2839,9792,4000,8624,6001,2086,6917,9534,3351,1057,4563,5999,3,0
18433,18433,0,9762,9167,1224,2339,4165,5041,1,3020,7991,8674,3934,7256,426,740,6249,5466,1117,4189,6087,4857,3,1
18434,18434,1,1442,7208,7364,2026,3740,956,4,8690,1115,4026,3283,8092,5047,7377,7332,3732,8962,9855,1239,6189,0,1
18435,18435,1,4915,4277,7291,3967,7141,3724,0,6026,5550,3325,2938,9092,2491,7368,6915,8464,8067,7913,6966,2946,1,0
18436,18436,2,4813,2792,9443,5786,3143,2747,5,1136,1864,2394,1379,5856,976,4861,4235,4761,6913,7586,7193,6327,2,1
18437,18437,2,7628,7211,1132,4318,6706,7510,2,4141,9443,9716,2773,3396,6138,7482,5037,1819,1857,8917,6344,7499,0,0
18438,18438,2,7895,4078,4862,2926,9094,2019,4,915,2912,1293,9296,6117,5625,1551,3360,1603,9033,9798,9456,2037,1,0
18439,18439,2,8026,283,9208,9439,4927,9913,1,2539,31,2740,9986,3479,2530,4166,1578,6913,8785,4467,4733,681,3,0
18440,18440,0,2839,3959,1475,2408,1927,9710,0,7363,3765,2536,82,7786,7948,753,6074,201,5684,2991,9752,4612,2,0
18441,18441,2,556,7215,784,4811,7976,912,2,4043,8249,8518,7244,7627,9452,458,3558,4884,2705,1442,1046,945,1,0
18442,18442,1,1981,3767,2603,5987,5143,9077,0,931,1709,5874,969,8080,9245,9721,482,5270,9138,8414,2111,5033,0,0
18443,18443,2,2086,6528,754,9755,5347,6442,4,278,5564,1771,9836,5317,8874,5456,246,3122,7716,7917,137,9412,2,1
18444,18444,0,1364,2242,121,2605,9713,9885,0,5155,596,4241,5290,2834,7332,1496,7022,4075,9912,2444,9118,2864,1,1
18445,18445,1,2477,8455,3164,1015,4126,7895,2,3321,5687,1100,4599,2067,6294,2712,6568,8341,5345,6614,7978,6240,2,0
18446,18446,2,2911,8874,9203,739,4253,507,2,989,812,9917,839,6600,3713,140,2250,7380,432,2227,4384,3807,2,0
18447,18447,2,4584,3852,427,3051,9104,425,2,9628,8997,6144,922,7052,2664,2083,7992,5341,886,444,9411,2495,1,0
18448,18448,0,3903,1575,7675,5241,4608,9308,3,3963,7450,6025,3638,1074,3843,6023,8824,3492,8453,238,5592,7737,0,0
18449,18449,2,533,4187,1589,9824,4475,4272,0,3085,8004,4271,6881,8894,1944,2860,2674,8386,1988,9527,3630,6039,3,0
18450,18450,1,6729,2460,3772,9120,6490,3645,5,9371,3988,3593,5882,7956,5638,3415,5022,2708,6110,9079,5903,1606,1,1
18451,18451,0,7106,9670,7245,9599,5367,87,5,5906,5326,665,3853,4778,7386,6315,7193,6164,8863,6995,9046,795,0,0
18452,18452,0,7958,7815,9553,4265,9072,7648,2,6098,5279,1996,6782,7061,1725,7338,7869,4400,6520,7020,6186,3872,2,0
18453,18453,1,6873,507,605,9715,4155,5534,1,2738,568,5485,3315,9961,6638,8399,5572,6478,6238,5856,6593,4752,1,0
18454,18454,1,5720,6591,8053,3107,790,9482,1,342,7020,6440,594,1420,5822,8286,4359,9429,5477,3252,2942,6450,0,0
18455,18455,0,5244,7925,7448,8325,1314,9952,2,8160,5399,1249,2646,2459,1563,7043,315,5242,4303,8286,1904,788,3,0
18456,18456,1,7090,9276,8784,8347,4634,4437,4,432,4014,5473,9712,5219,4136,3223,2986,2795,8785,6561,2919,3751,2,1
18457,18457,1,6635,6724,8757,671,3432,6068,5,1251,2643,1723,12,9578,2185,9634,1008,2565,1756,8650,4218,2866,2,1
18458,18458,0,1463,2934,1158,5987,2239,5445,4,411,3320,3228,6155,6036,8160,5259,1012,5063,8188,9798,7309,5681,3,1
18459,18459,2,1144,4130,1914,6109,7239,9476,4,4013,9536,2822,7107,3807,1126,2935,1056,1061,6686,5828,7629,9909,3,1
18460,18460,0,918,7655,8393,2488,5040,1560,3,239,7765,5498,4414,3793,7982,4311,1747,851,5259,1719,2904,7240,2,0
18461,18461,1,7204,316,7188,1502,27,2022,4,4537,5749,4352,4914,5752,5141,4593,8733,9134,6116,2154,5587,9311,3,1
18462,18462,1,2033,5159,2275,6833,4931,2421,0,8373,5196,8069,9098,705,5127,6535,3484,472,694,3022,6169,5893,2,1
18463,18463,1,7891,579,2426,6052,6070,5283,0,5060,2635,2141,1389,8457,5784,4487,6400,4115,7683,4241,3015,1657,3,0
18464,18464,1,8358,9449,8477,1994,5157,7378,2,8044,6499,3940,7206,2209,5797,2917,924,2455,3086,2626,3928,624,2,0
18465,18465,0,1274,6763,2927,9828,4307,5772,1,9323,8423,49,9461,6077,352,3580,8985,6938,8085,2519,9045,9884,0,0
